"Id","Mission","Sensor","Product","COLLECTION","Status","Start","Stop","Orbit","Track","Frame","Swath","Station","PASSTIME","Pass","SCENE_CENTER","FOOTPRINT","ACQUISITIONDESCRIPTOR","THUMBNAIL_URL","PRODUCT_TYPE","CLOUD_COVER_PERCENTAGE","SNOW_COVER_PERCENTAGE","IMAGE_QUALITY_DEGRATATION","Display","Mosaic"
"567","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-23 21:56:42.93","2012-03-23 22:07:11.25","52644","44","","GM","","125498/753818","A","26.93 0.95","8.6 6.71 7.85 3.14 11.11 2.45 14.68 1.67 18.26 0.88 21.83 0.07 25.4 -0.75 28.97 -1.6 32.53 -2.49 36.08 -3.42 39.63 -4.4 43.17 -5.46 45.16 -6.09 45.88 -0.98 43.89 -0.52 40.34 0.26 36.79 1.02 33.23 1.75 29.67 2.48 26.11 3.19 22.55 3.9 18.98 4.61 15.42 5.33 11.85 6.05 8.6 6.71","ENVISAT-1-12032321564293-102832.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120323T215642930-20120323T220711250_A_T-XG0B.jpg","","","","","true","false"
"568","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-24 10:12:12.79","2012-03-24 10:13:25.22","52651","51","","GM","","2157853/2230283","D","48.78 2.67","51.24 0.46 50.51 6.16 47.05 4.91 46.26 4.64 46.97 -0.58 47.76 -0.39 51.24 0.46","ENVISAT-1-12032410121279-11243.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120324T101212790-20120324T101325220_D_T-XG0B.jpg","","","","","true","false"
"569","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-24 19:42:00.56","2012-03-24 19:51:22.42","52657","57","","GM","","261924/823784","A","33.06 33.82","16.72 39.3 15.98 35.62 19.45 34.85 23.02 34.04 26.59 33.21 30.15 32.34 33.71 31.45 37.27 30.5 40.81 29.49 44.35 28.41 47.89 27.24 49.28 26.74 50.01 32.28 48.61 32.62 45.07 33.45 41.52 34.25 37.97 35.01 34.42 35.75 30.86 36.48 27.3 37.19 23.74 37.91 20.17 38.62 16.72 39.3","ENVISAT-1-12032419420056-92186.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120324T194200560-20120324T195122420_A_T-XG0B.jpg","","","","","true","false"
"570","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-24 21:18:17.98","2012-03-24 21:27:15.67","52658","58","","GM","","25429/563119","A","18.28 11.99","2.66 17.14 1.89 13.62 5.14 12.92 8.72 12.15 12.3 11.37 15.87 10.59 19.45 9.79 23.02 8.98 26.59 8.15 30.15 7.28 33.71 6.39 33.89 6.34 34.6 10.65 34.42 10.69 30.86 11.42 27.3 12.13 23.74 12.85 20.17 13.56 16.61 14.27 13.04 14.99 9.47 15.72 5.91 16.46 2.66 17.14","ENVISAT-1-12032421181798-85769.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120324T211817980-20120324T212715670_A_T-XG0B.jpg","","","","","true","false"
"571","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-25 09:40:29.91","2012-03-25 09:48:21.13","52665","65","","GM","","2459894/2931114","D","19.05 4.73","33.38 5.66 32.69 9.92 29.31 9.08 25.74 8.22 22.17 7.39 18.6 6.59 15.02 5.79 11.45 5.01 7.87 4.24 4.64 3.53 5.39 0 8.62 0.67 12.18 1.4 15.75 2.13 19.32 2.84 22.88 3.55 26.44 4.26 30.01 4.98 33.38 5.66","ENVISAT-1-12032509402991-75122.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120325T094029910-20120325T094821130_D_T-XG0B.jpg","","","","","true","false"
"572","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-25 20:32:37.18","2012-03-25 20:49:56.38","52671","71","","GM","","5503464/6542664","A","1.3 24.79","-28.97 34.53 -29.93 30.51 -26.96 29.68 -23.41 28.72 -19.86 27.81 -16.3 26.93 -12.73 26.08 -9.16 25.26 -5.59 24.46 -2.01 23.67 1.57 22.89 5.14 22.11 8.72 21.34 12.3 20.56 15.87 19.78 19.45 18.98 23.02 18.17 26.59 17.34 30.15 16.47 31.85 16.04 32.56 20.26 30.86 20.61 27.3 21.32 23.74 22.04 20.17 22.75 16.61 23.46 13.04 24.18 9.47 24.91 5.91 25.65 2.34 26.41 -1.22 27.19 -4.78 27.99 -8.34 28.82 -11.89 29.68 -15.44 30.58 -18.98 31.52 -22.51 32.52 -26.03 33.59 -28.97 34.53","ENVISAT-1-12032520323718-171920.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120325T203237180-20120325T204956380_A_T-XG0B.jpg","","","","","true","false"
"573","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-25 22:25:49.66","2012-03-25 22:29:51.28","52673","73","","GM","","268155/509775","A","23.92 -5.07","17.09 -1.69 16.35 -5.39 19.45 -6.07 23.02 -6.88 26.59 -7.71 30.15 -8.58 30.73 -8.72 31.43 -4.56 30.86 -4.44 27.3 -3.73 23.74 -3.01 20.17 -2.3 17.09 -1.69","ENVISAT-1-12032522254966-40162.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120325T222549660-20120325T222951280_A_T-XG0B.jpg","","","","","true","false"
"574","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-26 10:44:57.72","2012-03-26 10:47:28.71","52680","80","","GM","","2518720/2669710","D","25.08 -9.85","29.9 -10.92 29.2 -6.82 25.74 -7.65 22.17 -8.48 20.22 -8.92 20.93 -12.71 22.88 -12.32 26.44 -11.61 29.9 -10.92","ENVISAT-1-12032610445772-23099.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120326T104457720-20120326T104728710_D_T-XG0B.jpg","","","","","true","false"
"575","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-26 20:04:53.64","2012-03-26 20:13:15.07","52686","86","","GM","","30951/532381","A","17.53 30.53","2.99 35.45 2.21 31.93 5.74 31.17 9.32 30.4 12.89 29.62 16.47 28.83 20.04 28.04 23.61 27.22 27.18 26.39 30.75 25.52 32.07 25.18 32.78 29.4 31.45 29.68 27.89 30.39 24.33 31.11 20.77 31.82 17.2 32.53 13.63 33.25 10.07 33.98 6.5 34.72 2.99 35.45","ENVISAT-1-12032620045364-82143.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120326T200453640-20120326T201315070_A_T-XG0B.jpg","","","","","true","false"
"576","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-26 20:14:04.42","2012-03-26 20:17:05.62","52686","86","","GM","","581731/762931","A","40.73 25.29","35.7 28.79 35 24.43 38.45 23.49 41.99 22.46 45.53 21.35 45.7 21.29 46.42 26.46 46.25 26.5 42.71 27.31 39.16 28.08 35.7 28.79","ENVISAT-1-12032620140442-30120.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120326T201404420-20120326T201705620_A_T-XG0B.jpg","","","","","true","false"
"577","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-26 21:44:59.37","2012-03-26 21:55:27.69","52687","87","","GM","","22786/651106","A","20.82 4.77","2.5 10.5 1.73 6.98 5.14 6.24 8.72 5.47 12.3 4.69 15.87 3.91 19.45 3.11 23.02 2.3 26.59 1.47 30.15 0.6 33.71 -0.29 37.27 -1.24 39.1 -1.76 39.81 2.87 37.97 3.27 34.42 4.01 30.86 4.74 27.3 5.45 23.74 6.17 20.17 6.88 16.61 7.59 13.04 8.31 9.47 9.04 5.91 9.78 2.5 10.5","ENVISAT-1-12032621445937-102832.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120326T214459370-20120326T215527690_A_T-XG0B.jpg","","","","","true","false"
"578","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-27 08:23:41.36","2012-03-27 08:24:53.79","52693","93","","GM","","2261196/2333626","D","42.68 28.52","45.15 26.56 44.44 31.6 41.15 30.6 40.16 30.31 40.86 25.61 41.85 25.82 45.15 26.56","ENVISAT-1-12032708234136-11243.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120327T082341360-20120327T082453790_D_T-XG0B.jpg","","","","","true","false"
"579","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-27 10:03:36.75","2012-03-27 10:04:49.19","52694","94","","GM","","2242692/2315132","D","43.77 3.76","46.24 1.75 45.53 6.91 42.33 5.91 41.25 5.58 41.95 0.79 43.03 1.04 46.24 1.75","ENVISAT-1-12032710033675-11244.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120327T100336750-20120327T100449190_D_T-XG0B.jpg","","","","","true","false"
"580","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-27 10:08:43.28","2012-03-27 10:10:31.96","52694","94","","GM","","2549222/2657902","D","24.52 -0.78","28.09 -2.09 27.38 1.92 23.96 1.12 20.92 0.42 21.63 -3.39 24.66 -2.77 28.09 -2.09","ENVISAT-1-12032710084328-14868.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120327T100843280-20120327T101031960_D_T-XG0B.jpg","","","","","true","false"
"581","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-27 20:59:07.17","2012-03-27 21:17:20.75","52700","100","","GM","","5489442/6583022","A","2.08 17.93","-29.79 28.12 -30.76 24.08 -27.55 23.16 -24 22.19 -20.45 21.28 -16.89 20.39 -13.33 19.54 -9.76 18.72 -6.18 17.91 -2.61 17.12 0.97 16.34 4.55 15.56 8.12 14.78 11.7 14.01 15.28 13.23 18.85 12.43 22.42 11.63 25.99 10.8 29.56 9.94 33.12 9.05 34.24 8.75 34.95 13.09 33.83 13.32 30.27 14.05 26.71 14.76 23.14 15.47 19.58 16.19 16.01 16.9 12.45 17.62 8.88 18.35 5.31 19.1 1.75 19.86 -1.82 20.64 -5.38 21.44 -8.93 22.28 -12.48 23.14 -16.03 24.05 -19.57 25.01 -23.1 26.02 -26.61 27.09 -29.79 28.12","ENVISAT-1-12032720590717-181358.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120327T205907170-20120327T211720750_A_T-XG0B.jpg","","","","","true","false"
"582","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-28 09:25:11.77","2012-03-28 09:26:24.20","52708","108","","GM","","2142683/2215113","D","49.67 14.63","52.14 12.38 51.4 18.18 48.22 17.01 47.15 16.63 47.86 11.32 48.94 11.58 52.14 12.38","ENVISAT-1-12032809251177-11243.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120328T092511770-20120328T092624200_D_T-XG0B.jpg","","","","","true","false"
"583","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-28 09:30:33.33","2012-03-28 09:37:42.26","52708","108","","GM","","2464243/2893173","D","20.05 7.44","33.13 8.11 32.43 12.35 29.31 11.58 25.74 10.72 22.17 9.89 18.6 9.09 15.02 8.29 11.45 7.51 7.87 6.74 6.9 6.52 7.65 2.97 8.62 3.17 12.18 3.9 15.75 4.63 19.32 5.34 22.88 6.05 26.44 6.76 30.01 7.48 33.13 8.11","ENVISAT-1-12032809303333-70893.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120328T093033330-20120328T093742260_D_T-XG0B.jpg","","","","","true","false"
"584","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-28 20:23:35.89","2012-03-28 20:45:20.95","52714","114","","GM","","5563143/6868203","A","12.78 24.85","-25.48 35.92 -26.41 32.03 -23.41 31.23 -19.86 30.32 -16.3 29.44 -12.73 28.59 -9.16 27.77 -5.59 26.97 -2.01 26.18 1.57 25.4 5.14 24.62 8.72 23.85 12.3 23.07 15.87 22.29 19.45 21.49 23.02 20.68 26.59 19.85 30.15 18.98 33.71 18.09 37.27 17.14 40.81 16.13 44.35 15.05 47.89 13.88 51.07 12.71 51.81 18.46 48.61 19.26 45.07 20.09 41.52 20.89 37.97 21.65 34.42 22.39 30.86 23.12 27.3 23.83 23.74 24.55 20.17 25.26 16.61 25.97 13.04 26.69 9.47 27.42 5.91 28.16 2.34 28.92 -1.22 29.7 -4.78 30.5 -8.34 31.33 -11.89 32.19 -15.44 33.09 -18.98 34.03 -22.51 35.03 -25.48 35.92","ENVISAT-1-12032820233589-214506.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120328T202335890-20120328T204520950_A_T-XG0B.jpg","","","","","true","false"
"585","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-28 22:15:59.04","2012-03-28 22:22:43.80","52716","116","","GM","","278504/683264","A","29.39 -3.77","17.71 0.68 16.98 -3.03 20.04 -3.7 23.61 -4.52 27.18 -5.35 30.75 -6.22 34.3 -7.13 37.86 -8.08 41 -8.99 41.71 -4.22 38.56 -3.54 35.01 -2.79 31.45 -2.06 27.89 -1.35 24.33 -0.63 20.77 0.08 17.71 0.68","ENVISAT-1-12032822155904-64476.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120328T221559040-20120328T222243800_A_T-XG0B.jpg","","","","","true","false"
"586","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-29 08:50:15.24","2012-03-29 08:52:09.97","52722","122","","GM","","2251114/2365844","D","42.03 21.67","45.74 20.01 45.03 25.12 41.74 24.1 38.26 23.09 38.95 18.52 42.44 19.27 45.74 20.01","ENVISAT-1-12032908501524-15473.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120329T085015240-20120329T085209970_D_T-XG0B.jpg","","","","","true","false"
"587","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-29 20:03:59.84","2012-03-29 20:06:24.78","52729","129","","GM","","578180/723120","A","39.45 28.13","35.49 31.35 34.79 26.99 37.86 26.17 41.4 25.15 43.35 24.55 44.07 29.5 42.11 29.95 38.56 30.71 35.49 31.35","ENVISAT-1-12032920035984-22494.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120329T200359840-20120329T200624780_A_T-XG0B.jpg","","","","","true","false"
"588","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-29 21:39:25.62","2012-03-29 21:44:45.78","52730","130","","GM","","290065/610225","A","27.55 5.82","18.39 9.73 17.66 6.01 21.23 5.22 24.8 4.4 28.37 3.55 31.93 2.67 35.49 1.75 36.68 1.42 37.39 5.89 36.2 6.15 32.64 6.89 29.08 7.61 25.52 8.32 21.96 9.03 18.39 9.73","ENVISAT-1-12032921392562-52016.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120329T213925620-20120329T214445780_A_T-XG0B.jpg","","","","","true","false"
"589","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-29 21:45:43.09","2012-03-29 21:47:37.82","52730","130","","GM","","667535/782265","A","43.84 1.93","40.78 5.17 40.07 0.48 43.17 -0.45 46.71 -1.59 46.84 -1.64 47.56 3.64 47.43 3.68 43.89 4.49 40.78 5.17","ENVISAT-1-12032921454309-15473.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120329T214543090-20120329T214737820_A_T-XG0B.jpg","","","","","true","false"
"590","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-30 20:48:26.62","2012-03-30 21:07:04.37","52743","143","","GM","","5449980/6567730","A","0.46 20.79","-32.09 31.44 -33.09 27.29 -29.91 26.34 -26.37 25.34 -22.82 24.39 -19.26 23.49 -15.7 22.62 -12.14 21.78 -8.57 20.96 -4.99 20.15 -1.42 19.37 2.16 18.59 5.74 17.81 9.32 17.04 12.89 16.26 16.47 15.47 20.04 14.68 23.61 13.86 27.18 13.03 30.75 12.16 33.34 11.5 34.05 15.78 31.45 16.32 27.89 17.03 24.33 17.75 20.77 18.46 17.2 19.17 13.63 19.89 10.07 20.62 6.5 21.36 2.94 22.11 -0.63 22.88 -4.19 23.68 -7.75 24.51 -11.3 25.36 -14.85 26.25 -18.39 27.19 -21.92 28.18 -25.44 29.23 -28.95 30.36 -32.09 31.44","ENVISAT-1-12033020482662-183775.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120330T204826620-20120330T210704370_A_T-XG0B.jpg","","","","","true","false"
"591","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-31 09:15:10.33","2012-03-31 09:16:34.85","52751","151","","GM","","2142361/2226881","D","49.33 17.04","52.16 14.89 51.42 20.7 48.22 19.52 46.46 18.91 47.17 13.67 48.94 14.09 52.16 14.89","ENVISAT-1-12033109151033-12452.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120331T091510330-20120331T091634850_D_T-XG0B.jpg","","","","","true","false"
"592","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-31 10:57:44.23","2012-03-31 10:58:56.66","52752","152","","GM","","2282396/2354826","D","41.43 -10.22","43.89 -12.15 43.18 -7.2 39.97 -8.16 38.91 -8.47 39.61 -13.09 40.67 -12.85 43.89 -12.15","ENVISAT-1-12033110574423-11243.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120331T105744230-20120331T105856660_D_T-XG0B.jpg","","","","","true","false"
"593","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-31 20:21:04.88","2012-03-31 20:35:22.81","52757","157","","GM","","6013291/6871221","A","26.26 24.48","1.11 31.68 0.33 28.15 3.35 27.51 6.93 26.73 10.51 25.96 14.09 25.18 17.66 24.39 21.23 23.59 24.8 22.77 28.37 21.92 31.93 21.04 35.49 20.12 39.04 19.14 42.58 18.1 46.12 16.98 49.65 15.75 51.25 15.14 51.99 20.92 50.38 21.33 46.84 22.19 43.3 22.99 39.75 23.77 36.2 24.52 32.64 25.26 29.08 25.98 25.52 26.69 21.96 27.4 18.39 28.11 14.82 28.83 11.26 29.55 7.69 30.29 4.12 31.04 1.11 31.68","ENVISAT-1-12033120210488-141793.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120331T202104880-20120331T203522810_A_T-XG0B.jpg","","","","","true","false"
"594","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-03-31 22:03:21.34","2012-03-31 22:12:31.11","52759","159","","GM","","121962/671732","A","24.39 -0.16","8.39 5.08 7.64 1.52 11.11 0.78 14.68 0 18.26 -0.79 21.83 -1.6 25.4 -2.42 28.97 -3.27 32.53 -4.16 36.08 -5.09 39.63 -6.07 40.32 -6.28 41.03 -1.56 40.34 -1.41 36.79 -0.65 33.23 0.08 29.67 0.81 26.11 1.52 22.55 2.23 18.98 2.94 15.42 3.66 11.85 4.38 8.39 5.08","ENVISAT-1-12033122032134-90977.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120331T220321340-20120331T221231110_A_T-XG0B.jpg","","","","","true","false"
"595","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-01 10:25:50.16","2012-04-01 10:31:58.67","52766","166","","GM","","2573347/2941857","D","15.35 -6.91","26.65 -6.56 25.95 -2.59 22.77 -3.33 19.19 -4.14 15.62 -4.93 12.04 -5.72 8.47 -6.49 4.89 -7.27 4 -7.46 4.76 -11 5.64 -10.81 9.21 -10.06 12.78 -9.34 16.34 -8.62 19.91 -7.9 23.48 -7.19 26.65 -6.56","ENVISAT-1-12040110255016-60851.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120401T102550160-20120401T103158670_D_T-XG0B.jpg","","","","","true","false"
"596","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-01 19:56:46.33","2012-04-01 19:59:41.48","52772","172","","GM","","745868/921018","A","50.25 27.64","45.41 31.7 44.69 26.63 47.89 25.57 51.41 24.27 54.92 22.81 54.97 22.78 55.74 29.09 55.68 29.11 52.15 30.07 48.61 30.95 45.41 31.7","ENVISAT-1-12040119564633-25515.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120401T195646330-20120401T195941480_A_T-XG0B.jpg","","","","","true","false"
"597","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-01 21:14:43.74","2012-04-01 21:34:52.13","52772","172","","GM","","5423317/6631707","A","1.57 13.87","-33.65 25.31 -34.65 21.1 -31.68 20.17 -28.14 19.14 -24.6 18.17 -21.04 17.25 -17.48 16.36 -13.92 15.5 -10.35 14.67 -6.78 13.86 -3.21 13.07 0.37 12.28 3.95 11.51 7.53 10.73 11.11 9.96 14.68 9.18 18.26 8.39 21.83 7.58 25.4 6.76 28.97 5.91 32.53 5.02 36.08 4.09 37.13 3.8 37.83 8.3 36.79 8.53 33.23 9.26 29.67 9.99 26.11 10.7 22.55 11.41 18.98 12.12 15.42 12.84 11.85 13.56 8.28 14.29 4.72 15.04 1.15 15.81 -2.41 16.59 -5.97 17.4 -9.53 18.24 -13.08 19.11 -16.62 20.03 -20.16 20.99 -23.68 22.01 -27.2 23.1 -30.71 24.26 -33.65 25.31","ENVISAT-1-12040121144374-200839.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120401T211443740-20120401T213452130_A_T-XG0B.jpg","","","","","true","false"
"598","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-01 21:36:07.31","2012-04-01 21:38:44.34","52773","173","","GM","","692963/849993","A","46.59 3.67","42.28 7.35 41.57 2.53 44.94 1.5 48.47 0.3 50.81 -0.56 51.55 5.16 49.2 5.75 45.66 6.59 42.28 7.35","ENVISAT-1-12040121360731-23703.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120401T213607310-20120401T213844340_A_T-XG0B.jpg","","","","","true","false"
"599","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-02 20:40:17.88","2012-04-02 20:56:42.70","52786","186","","GM","","5562508/6547328","A","3.2 22.7","-25.52 31.75 -26.45 27.86 -23.41 27.05 -19.86 26.14 -16.3 25.26 -12.73 24.41 -9.16 23.59 -5.59 22.79 -2.01 22 1.57 21.22 5.14 20.44 8.72 19.67 12.3 18.89 15.87 18.11 19.45 17.31 23.02 16.5 26.59 15.67 30.15 14.8 32.13 14.3 32.84 18.53 30.86 18.94 27.3 19.65 23.74 20.37 20.17 21.08 16.61 21.79 13.04 22.51 9.47 23.24 5.91 23.98 2.34 24.74 -1.22 25.52 -4.78 26.32 -8.34 27.15 -11.89 28.01 -15.44 28.91 -18.98 29.85 -22.51 30.85 -25.52 31.75","ENVISAT-1-12040220401788-162482.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120402T204017880-20120402T205642700_A_T-XG0B.jpg","","","","","true","false"
"600","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-04-02 22:29:19.11","2012-04-02 22:37:22.42","52788","188","","GM","","75959/559269","A","19.67 -5.84","5.66 -1.03 4.9 -4.57 8.12 -5.27 11.7 -6.04 15.28 -6.82 18.85 -7.62 22.42 -8.42 25.99 -9.25 29.56 -10.11 33.12 -11 33.66 -11.14 34.37 -6.85 33.83 -6.73 30.27 -6 26.71 -5.29 23.14 -4.58 19.58 -3.86 16.01 -3.15 12.45 -2.43 8.88 -1.7 5.66 -1.03","ENVISAT-1-12040222291911-80331.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120402T222919110-20120402T223722420_A_T-XG0B.jpg","","","","","true","false"
